country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Iceland,IS,2021-15,<15yr,19,68219,36.6466820094109,TESSy COVID-19
Iceland,IS,2021-16,<15yr,23,68219,61.5664257758103,TESSy COVID-19
Iceland,IS,2021-17,<15yr,10,68219,48.3736202524224,TESSy COVID-19
Iceland,IS,2021-18,<15yr,8,68219,26.3856110467758,TESSy COVID-19
Iceland,IS,2021-19,<15yr,6,68219,20.5221419252701,TESSy COVID-19
Iceland,IS,2021-20,<15yr,0,68219,8.79520368225861,TESSy COVID-19
Iceland,IS,2021-21,<15yr,4,68219,5.86346912150574,TESSy COVID-19
Iceland,IS,2021-22,<15yr,3,68219,10.261070962635,TESSy COVID-19
Iceland,IS,2021-23,<15yr,2,68219,7.32933640188217,TESSy COVID-19
Iceland,IS,2021-24,<15yr,1,68219,4.3976018411293,TESSy COVID-19
Iceland,IS,2021-25,<15yr,2,68219,4.3976018411293,TESSy COVID-19
Iceland,IS,2021-26,<15yr,0,68219,2.93173456075287,TESSy COVID-19
Iceland,IS,2021-27,<15yr,3,68219,4.3976018411293,TESSy COVID-19
Iceland,IS,2021-28,<15yr,3,68219,8.79520368225861,TESSy COVID-19
Iceland,IS,2021-29,<15yr,47,68219,73.2933640188217,TESSy COVID-19
Iceland,IS,2021-30,<15yr,98,68219,212.550755654583,TESSy COVID-19
Iceland,IS,2021-31,<15yr,134,68219,340.081209047333,TESSy COVID-19
Iceland,IS,2021-32,<15yr,131,68219,388.454829299755,TESSy COVID-19
Iceland,IS,2021-33,<15yr,149,68219,410.442838505402,TESSy COVID-19
Iceland,IS,2021-34,<15yr,130,68219,408.976971225025,TESSy COVID-19
Iceland,IS,2021-35,<15yr,150,68219,410.442838505402,TESSy COVID-19
Iceland,IS,2021-36,<15yr,85,68219,344.478810888462,TESSy COVID-19
Iceland,IS,2021-37,<15yr,69,68219,225.743561177971,TESSy COVID-19
Iceland,IS,2021-38,<15yr,66,68219,197.892082850819,TESSy COVID-19
Iceland,IS,2021-39,<15yr,96,68219,237.470499420982,TESSy COVID-19
Iceland,IS,2021-40,<15yr,126,68219,325.422536243569,TESSy COVID-19
Iceland,IS,2021-41,<15yr,118,68219,357.67161641185,TESSy COVID-19
Iceland,IS,2021-42,<15yr,127,68219,359.137483692227,TESSy COVID-19
Iceland,IS,2021-43,<15yr,154,68219,411.908705785778,TESSy COVID-19
Iceland,IS,2021-44,<15yr,165,68219,467.611662440083,TESSy COVID-19
Iceland,IS,2021-45,<15yr,326,68219,719.740834664829,TESSy COVID-19
Iceland,IS,2021-46,<15yr,361,68219,1007.05082161861,TESSy COVID-19
Iceland,IS,2021-47,<15yr,312,68219,986.528679693341,TESSy COVID-19
Iceland,IS,2021-48,<15yr,249,68219,822.35154429118,TESSy COVID-19
Iceland,IS,2021-49,<15yr,311,68219,820.885677010803,TESSy COVID-19
Iceland,IS,2021-50,<15yr,453,68219,1119.9226022076,TESSy COVID-19
Iceland,IS,2021-51,<15yr,614,68219,1564.08038816166,TESSy COVID-19
Iceland,IS,2021-52,<15yr,1222,68219,2691.33232677113,TESSy COVID-19
Iceland,IS,2020-01,15-24yr,,48013,,TESSy COVID-19
Iceland,IS,2020-02,15-24yr,,48013,,TESSy COVID-19
Iceland,IS,2020-03,15-24yr,,48013,,TESSy COVID-19
Iceland,IS,2020-04,15-24yr,,48013,,TESSy COVID-19
Iceland,IS,2020-05,15-24yr,,48013,,TESSy COVID-19
Iceland,IS,2020-06,15-24yr,1,48013,,TESSy COVID-19
Iceland,IS,2020-07,15-24yr,,48013,,TESSy COVID-19
Iceland,IS,2020-08,15-24yr,,48013,,TESSy COVID-19
Iceland,IS,2020-09,15-24yr,0,48013,,TESSy COVID-19
Iceland,IS,2020-10,15-24yr,1,48013,2.08276924999479,TESSy COVID-19
Iceland,IS,2020-11,15-24yr,17,48013,37.4898464999063,TESSy COVID-19
Iceland,IS,2020-12,15-24yr,56,48013,152.04215524962,TESSy COVID-19
Iceland,IS,2020-13,15-24yr,78,48013,279.091079499302,TESSy COVID-19
Iceland,IS,2020-14,15-24yr,89,48013,347.822464749131,TESSy COVID-19
Iceland,IS,2020-15,15-24yr,26,48013,239.518463749401,TESSy COVID-19
Iceland,IS,2020-16,15-24yr,6,48013,66.6486159998334,TESSy COVID-19
Iceland,IS,2020-17,15-24yr,1,48013,14.5793847499636,TESSy COVID-19
Iceland,IS,2020-18,15-24yr,1,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2020-19,15-24yr,1,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2020-20,15-24yr,0,48013,2.08276924999479,TESSy COVID-19
Iceland,IS,2020-21,15-24yr,0,48013,0,TESSy COVID-19
Iceland,IS,2020-22,15-24yr,1,48013,2.08276924999479,TESSy COVID-19
Iceland,IS,2020-23,15-24yr,0,48013,2.08276924999479,TESSy COVID-19
Iceland,IS,2020-24,15-24yr,2,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2020-25,15-24yr,0,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2020-26,15-24yr,2,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2020-27,15-24yr,2,48013,8.33107699997917,TESSy COVID-19
Iceland,IS,2020-28,15-24yr,0,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2020-29,15-24yr,3,48013,6.24830774998438,TESSy COVID-19
Iceland,IS,2020-30,15-24yr,4,48013,14.5793847499636,TESSy COVID-19
Iceland,IS,2020-31,15-24yr,11,48013,31.2415387499219,TESSy COVID-19
Iceland,IS,2020-32,15-24yr,14,48013,52.0692312498698,TESSy COVID-19
Iceland,IS,2020-33,15-24yr,19,48013,68.7313852498282,TESSy COVID-19
Iceland,IS,2020-34,15-24yr,10,48013,60.400308249849,TESSy COVID-19
Iceland,IS,2020-35,15-24yr,8,48013,37.4898464999063,TESSy COVID-19
Iceland,IS,2020-36,15-24yr,3,48013,22.9104617499427,TESSy COVID-19
Iceland,IS,2020-37,15-24yr,7,48013,20.8276924999479,TESSy COVID-19
Iceland,IS,2020-38,15-24yr,34,48013,85.3935392497865,TESSy COVID-19
Iceland,IS,2020-39,15-24yr,56,48013,187.449232499531,TESSy COVID-19
Iceland,IS,2020-40,15-24yr,66,48013,254.097848499365,TESSy COVID-19
Iceland,IS,2020-41,15-24yr,126,48013,399.891695999,TESSy COVID-19
Iceland,IS,2020-42,15-24yr,94,48013,458.209234998855,TESSy COVID-19
Iceland,IS,2020-43,15-24yr,59,48013,318.663695249203,TESSy COVID-19
Iceland,IS,2020-44,15-24yr,66,48013,260.346156249349,TESSy COVID-19
Iceland,IS,2020-45,15-24yr,26,48013,191.614770999521,TESSy COVID-19
Iceland,IS,2020-46,15-24yr,14,48013,83.3107699997917,TESSy COVID-19
Iceland,IS,2020-47,15-24yr,4,48013,37.4898464999063,TESSy COVID-19
Iceland,IS,2020-48,15-24yr,14,48013,37.4898464999063,TESSy COVID-19
Iceland,IS,2020-49,15-24yr,17,48013,64.5658467498386,TESSy COVID-19
Iceland,IS,2020-50,15-24yr,15,48013,66.6486159998334,TESSy COVID-19
Iceland,IS,2020-51,15-24yr,27,48013,87.4763084997813,TESSy COVID-19
Iceland,IS,2020-52,15-24yr,22,48013,102.055693249745,TESSy COVID-19
Iceland,IS,2020-53,15-24yr,20,48013,87.4763084997813,TESSy COVID-19
Iceland,IS,2021-01,15-24yr,17,48013,77.0624622498073,TESSy COVID-19
Iceland,IS,2021-02,15-24yr,14,48013,64.5658467498386,TESSy COVID-19
Iceland,IS,2021-03,15-24yr,2,48013,33.3243079999167,TESSy COVID-19
Iceland,IS,2021-04,15-24yr,2,48013,8.33107699997917,TESSy COVID-19
Iceland,IS,2021-05,15-24yr,1,48013,6.24830774998438,TESSy COVID-19
Iceland,IS,2021-06,15-24yr,1,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2021-07,15-24yr,2,48013,6.24830774998438,TESSy COVID-19
Iceland,IS,2021-08,15-24yr,1,48013,6.24830774998438,TESSy COVID-19
Iceland,IS,2021-09,15-24yr,0,48013,2.08276924999479,TESSy COVID-19
Iceland,IS,2021-10,15-24yr,3,48013,6.24830774998438,TESSy COVID-19
Iceland,IS,2021-11,15-24yr,5,48013,16.6621539999584,TESSy COVID-19
Iceland,IS,2021-12,15-24yr,2,48013,14.5793847499636,TESSy COVID-19
Iceland,IS,2021-13,15-24yr,6,48013,16.6621539999584,TESSy COVID-19
Iceland,IS,2021-14,15-24yr,4,48013,20.8276924999479,TESSy COVID-19
Iceland,IS,2021-15,15-24yr,6,48013,20.8276924999479,TESSy COVID-19
Iceland,IS,2021-16,15-24yr,10,48013,33.3243079999167,TESSy COVID-19
Iceland,IS,2021-17,15-24yr,5,48013,31.2415387499219,TESSy COVID-19
Iceland,IS,2021-18,15-24yr,4,48013,18.7449232499531,TESSy COVID-19
Iceland,IS,2021-19,15-24yr,2,48013,12.4966154999688,TESSy COVID-19
Iceland,IS,2021-20,15-24yr,0,48013,4.16553849998959,TESSy COVID-19
Iceland,IS,2021-21,15-24yr,3,48013,6.24830774998438,TESSy COVID-19
Iceland,IS,2021-22,15-24yr,3,48013,12.4966154999688,TESSy COVID-19
Iceland,IS,2021-23,15-24yr,3,48013,12.4966154999688,TESSy COVID-19
Iceland,IS,2021-24,15-24yr,2,48013,10.413846249974,TESSy COVID-19
Iceland,IS,2021-25,15-24yr,2,48013,8.33107699997917,TESSy COVID-19
Iceland,IS,2021-26,15-24yr,8,48013,20.8276924999479,TESSy COVID-19
Iceland,IS,2021-27,15-24yr,4,48013,24.9932309999375,TESSy COVID-19
Iceland,IS,2021-28,15-24yr,34,48013,79.1452314998021,TESSy COVID-19
Iceland,IS,2021-29,15-24yr,173,48013,431.133234748922,TESSy COVID-19
Iceland,IS,2021-30,15-24yr,187,48013,749.796929998126,TESSy COVID-19
Iceland,IS,2021-31,15-24yr,120,48013,639.410159748402,TESSy COVID-19
Iceland,IS,2021-32,15-24yr,112,48013,483.202465998792,TESSy COVID-19
Iceland,IS,2021-33,15-24yr,115,48013,472.788619748818,TESSy COVID-19
Iceland,IS,2021-34,15-24yr,125,48013,499.86461999875,TESSy COVID-19
Iceland,IS,2021-35,15-24yr,45,48013,354.070772499115,TESSy COVID-19
Iceland,IS,2021-36,15-24yr,42,48013,181.200924749547,TESSy COVID-19
Iceland,IS,2021-37,15-24yr,13,48013,114.552308749714,TESSy COVID-19
Iceland,IS,2021-38,15-24yr,31,48013,91.6418469997709,TESSy COVID-19
Iceland,IS,2021-39,15-24yr,9,48013,83.3107699997917,TESSy COVID-19
Iceland,IS,2021-40,15-24yr,13,48013,45.8209234998855,TESSy COVID-19
Iceland,IS,2021-41,15-24yr,28,48013,85.3935392497865,TESSy COVID-19
Iceland,IS,2021-42,15-24yr,72,48013,208.276924999479,TESSy COVID-19
Iceland,IS,2021-43,15-24yr,63,48013,281.173848749297,TESSy COVID-19
Iceland,IS,2021-44,15-24yr,178,48013,501.947389248745,TESSy COVID-19
Iceland,IS,2021-45,15-24yr,129,48013,639.410159748402,TESSy COVID-19
Iceland,IS,2021-46,15-24yr,86,48013,447.795388748881,TESSy COVID-19
Iceland,IS,2021-47,15-24yr,97,48013,381.146772749047,TESSy COVID-19
Iceland,IS,2021-48,15-24yr,78,48013,364.484618749089,TESSy COVID-19
Iceland,IS,2021-49,15-24yr,101,48013,372.815695749068,TESSy COVID-19
Iceland,IS,2021-50,15-24yr,206,48013,639.410159748402,TESSy COVID-19
Iceland,IS,2021-51,15-24yr,757,48013,2005.70678774499,TESSy COVID-19
Iceland,IS,2021-52,15-24yr,1495,48013,4690.39635098827,TESSy COVID-19
Iceland,IS,2020-01,25-49yr,,131004,,TESSy COVID-19
Iceland,IS,2020-02,25-49yr,,131004,,TESSy COVID-19
Iceland,IS,2020-03,25-49yr,,131004,,TESSy COVID-19
Iceland,IS,2020-04,25-49yr,,131004,,TESSy COVID-19
Iceland,IS,2020-05,25-49yr,,131004,,TESSy COVID-19
Iceland,IS,2020-06,25-49yr,11,131004,,TESSy COVID-19
Iceland,IS,2020-07,25-49yr,,131004,,TESSy COVID-19
Iceland,IS,2020-08,25-49yr,,131004,,TESSy COVID-19
Iceland,IS,2020-09,25-49yr,2,131004,,TESSy COVID-19
Iceland,IS,2020-10,25-49yr,17,131004,14.5033739427804,TESSy COVID-19
Iceland,IS,2020-11,25-49yr,64,131004,61.8301731244848,TESSy COVID-19
Iceland,IS,2020-12,25-49yr,243,131004,234.343989496504,TESSy COVID-19
Iceland,IS,2020-13,25-49yr,217,131004,351.13431650942,TESSy COVID-19
Iceland,IS,2020-14,25-49yr,174,131004,298.464169033007,TESSy COVID-19
Iceland,IS,2020-15,25-49yr,51,131004,171.750480901347,TESSy COVID-19
Iceland,IS,2020-16,25-49yr,25,131004,58.0134957711215,TESSy COVID-19
Iceland,IS,2020-17,25-49yr,9,131004,25.9534060028701,TESSy COVID-19
Iceland,IS,2020-18,25-49yr,2,131004,8.39669017739916,TESSy COVID-19
Iceland,IS,2020-19,25-49yr,1,131004,2.29000641201795,TESSy COVID-19
Iceland,IS,2020-20,25-49yr,0,131004,0.763335470672651,TESSy COVID-19
Iceland,IS,2020-21,25-49yr,1,131004,0.763335470672651,TESSy COVID-19
Iceland,IS,2020-22,25-49yr,1,131004,1.5266709413453,TESSy COVID-19
Iceland,IS,2020-23,25-49yr,0,131004,0.763335470672651,TESSy COVID-19
Iceland,IS,2020-24,25-49yr,0,131004,0,TESSy COVID-19
Iceland,IS,2020-25,25-49yr,5,131004,3.81667735336326,TESSy COVID-19
Iceland,IS,2020-26,25-49yr,4,131004,6.87001923605386,TESSy COVID-19
Iceland,IS,2020-27,25-49yr,5,131004,6.87001923605386,TESSy COVID-19
Iceland,IS,2020-28,25-49yr,3,131004,6.10668376538121,TESSy COVID-19
Iceland,IS,2020-29,25-49yr,3,131004,4.58001282403591,TESSy COVID-19
Iceland,IS,2020-30,25-49yr,11,131004,10.6866965894171,TESSy COVID-19
Iceland,IS,2020-31,25-49yr,32,131004,32.823425238924,TESSy COVID-19
Iceland,IS,2020-32,25-49yr,29,131004,46.5634637110317,TESSy COVID-19
Iceland,IS,2020-33,25-49yr,22,131004,38.9301090043052,TESSy COVID-19
Iceland,IS,2020-34,25-49yr,26,131004,36.6401025922873,TESSy COVID-19
Iceland,IS,2020-35,25-49yr,20,131004,35.113431650942,TESSy COVID-19
Iceland,IS,2020-36,25-49yr,16,131004,27.4800769442154,TESSy COVID-19
Iceland,IS,2020-37,25-49yr,10,131004,19.8467222374889,TESSy COVID-19
Iceland,IS,2020-38,25-49yr,131,131004,107.630301364844,TESSy COVID-19
Iceland,IS,2020-39,25-49yr,117,131004,189.307196726818,TESSy COVID-19
Iceland,IS,2020-40,25-49yr,163,131004,213.733931788342,TESSy COVID-19
Iceland,IS,2020-41,25-49yr,260,131004,322.890904094532,TESSy COVID-19
Iceland,IS,2020-42,25-49yr,230,131004,374.034380629599,TESSy COVID-19
Iceland,IS,2020-43,25-49yr,163,131004,299.990839974352,TESSy COVID-19
Iceland,IS,2020-44,25-49yr,139,131004,230.527312143141,TESSy COVID-19
Iceland,IS,2020-45,25-49yr,168,131004,234.343989496504,TESSy COVID-19
Iceland,IS,2020-46,25-49yr,44,131004,161.827119782602,TESSy COVID-19
Iceland,IS,2020-47,25-49yr,45,131004,67.936856889866,TESSy COVID-19
Iceland,IS,2020-48,25-49yr,36,131004,61.8301731244848,TESSy COVID-19
Iceland,IS,2020-49,25-49yr,49,131004,64.8835150071754,TESSy COVID-19
Iceland,IS,2020-50,25-49yr,34,131004,63.3568440658301,TESSy COVID-19
Iceland,IS,2020-51,25-49yr,33,131004,51.1434765350676,TESSy COVID-19
Iceland,IS,2020-52,25-49yr,40,131004,55.7234893591035,TESSy COVID-19
Iceland,IS,2020-53,25-49yr,41,131004,61.8301731244848,TESSy COVID-19
Iceland,IS,2021-01,25-49yr,57,131004,74.8068761259198,TESSy COVID-19
Iceland,IS,2021-02,25-49yr,37,131004,71.7535342432292,TESSy COVID-19
Iceland,IS,2021-03,25-49yr,10,131004,35.8767671216146,TESSy COVID-19
Iceland,IS,2021-04,25-49yr,11,131004,16.0300448841257,TESSy COVID-19
Iceland,IS,2021-05,25-49yr,7,131004,13.7400384721077,TESSy COVID-19
Iceland,IS,2021-06,25-49yr,11,131004,13.7400384721077,TESSy COVID-19
Iceland,IS,2021-07,25-49yr,7,131004,13.7400384721077,TESSy COVID-19
Iceland,IS,2021-08,25-49yr,4,131004,8.39669017739916,TESSy COVID-19
Iceland,IS,2021-09,25-49yr,9,131004,9.92336111874447,TESSy COVID-19
Iceland,IS,2021-10,25-49yr,10,131004,14.5033739427804,TESSy COVID-19
Iceland,IS,2021-11,25-49yr,27,131004,28.2434124148881,TESSy COVID-19
Iceland,IS,2021-12,25-49yr,29,131004,42.7467863576685,TESSy COVID-19
Iceland,IS,2021-13,25-49yr,29,131004,44.2734572990138,TESSy COVID-19
Iceland,IS,2021-14,25-49yr,19,131004,36.6401025922873,TESSy COVID-19
Iceland,IS,2021-15,25-49yr,22,131004,31.2967542975787,TESSy COVID-19
Iceland,IS,2021-16,25-49yr,23,131004,34.3500961802693,TESSy COVID-19
Iceland,IS,2021-17,25-49yr,28,131004,38.9301090043052,TESSy COVID-19
Iceland,IS,2021-18,25-49yr,15,131004,32.823425238924,TESSy COVID-19
Iceland,IS,2021-19,25-49yr,16,131004,23.6633995908522,TESSy COVID-19
Iceland,IS,2021-20,25-49yr,7,131004,17.556715825471,TESSy COVID-19
Iceland,IS,2021-21,25-49yr,20,131004,20.6100577081616,TESSy COVID-19
Iceland,IS,2021-22,25-49yr,18,131004,29.0067478855608,TESSy COVID-19
Iceland,IS,2021-23,25-49yr,3,131004,16.0300448841257,TESSy COVID-19
Iceland,IS,2021-24,25-49yr,4,131004,5.34334829470856,TESSy COVID-19
Iceland,IS,2021-25,25-49yr,11,131004,11.4500320600898,TESSy COVID-19
Iceland,IS,2021-26,25-49yr,4,131004,11.4500320600898,TESSy COVID-19
Iceland,IS,2021-27,25-49yr,6,131004,7.63335470672651,TESSy COVID-19
Iceland,IS,2021-28,25-49yr,40,131004,35.113431650942,TESSy COVID-19
Iceland,IS,2021-29,25-49yr,211,131004,191.597203138836,TESSy COVID-19
Iceland,IS,2021-30,25-49yr,340,131004,420.597844340631,TESSy COVID-19
Iceland,IS,2021-31,25-49yr,332,131004,512.961436292022,TESSy COVID-19
Iceland,IS,2021-32,25-49yr,299,131004,481.664681994443,TESSy COVID-19
Iceland,IS,2021-33,25-49yr,255,131004,422.887850752649,TESSy COVID-19
Iceland,IS,2021-34,25-49yr,198,131004,345.790968214711,TESSy COVID-19
Iceland,IS,2021-35,25-49yr,114,131004,238.160666849867,TESSy COVID-19
Iceland,IS,2021-36,25-49yr,104,131004,166.407132606638,TESSy COVID-19
Iceland,IS,2021-37,25-49yr,66,131004,129.767030014351,TESSy COVID-19
Iceland,IS,2021-38,25-49yr,90,131004,119.080333424934,TESSy COVID-19
Iceland,IS,2021-39,25-49yr,77,131004,127.477023602333,TESSy COVID-19
Iceland,IS,2021-40,25-49yr,100,131004,135.110378309059,TESSy COVID-19
Iceland,IS,2021-41,25-49yr,151,131004,191.597203138836,TESSy COVID-19
Iceland,IS,2021-42,25-49yr,217,131004,280.907453207536,TESSy COVID-19
Iceland,IS,2021-43,25-49yr,254,131004,359.531006686819,TESSy COVID-19
Iceland,IS,2021-44,25-49yr,297,131004,420.597844340631,TESSy COVID-19
Iceland,IS,2021-45,25-49yr,475,131004,589.294983359287,TESSy COVID-19
Iceland,IS,2021-46,25-49yr,418,131004,681.658575310678,TESSy COVID-19
Iceland,IS,2021-47,25-49yr,416,131004,636.621782540991,TESSy COVID-19
Iceland,IS,2021-48,25-49yr,395,131004,619.06506671552,TESSy COVID-19
Iceland,IS,2021-49,25-49yr,348,131004,567.15825470978,TESSy COVID-19
Iceland,IS,2021-50,25-49yr,526,131004,667.155201367897,TESSy COVID-19
Iceland,IS,2021-51,25-49yr,1509,131004,1553.38768281885,TESSy COVID-19
Iceland,IS,2021-52,25-49yr,2884,131004,3353.33272266496,TESSy COVID-19
Iceland,IS,2020-01,50-64yr,,64425,,TESSy COVID-19
Iceland,IS,2020-02,50-64yr,,64425,,TESSy COVID-19
Iceland,IS,2020-03,50-64yr,,64425,,TESSy COVID-19
Iceland,IS,2020-04,50-64yr,,64425,,TESSy COVID-19
Iceland,IS,2020-05,50-64yr,,64425,,TESSy COVID-19
Iceland,IS,2020-06,50-64yr,2,64425,,TESSy COVID-19
Iceland,IS,2020-07,50-64yr,,64425,,TESSy COVID-19
Iceland,IS,2020-08,50-64yr,,64425,,TESSy COVID-19
Iceland,IS,2020-09,50-64yr,5,64425,,TESSy COVID-19
Iceland,IS,2020-10,50-64yr,27,64425,49.6701590997284,TESSy COVID-19
Iceland,IS,2020-11,50-64yr,27,64425,83.8183934807916,TESSy COVID-19
Iceland,IS,2020-12,50-64yr,111,64425,214.202561117579,TESSy COVID-19
Iceland,IS,2020-13,50-64yr,125,64425,366.317423360497,TESSy COVID-19
Iceland,IS,2020-14,50-64yr,94,64425,339.930151338766,TESSy COVID-19
Iceland,IS,2020-15,50-64yr,26,64425,186.263096623981,TESSy COVID-19
Iceland,IS,2020-16,50-64yr,11,64425,57.4311214590609,TESSy COVID-19
Iceland,IS,2020-17,50-64yr,3,64425,21.7306946061312,TESSy COVID-19
Iceland,IS,2020-18,50-64yr,2,64425,7.76096235933256,TESSy COVID-19
Iceland,IS,2020-19,50-64yr,0,64425,3.10438494373302,TESSy COVID-19
Iceland,IS,2020-20,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-21,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-22,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-23,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-24,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-25,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-26,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-27,50-64yr,1,64425,1.55219247186651,TESSy COVID-19
Iceland,IS,2020-28,50-64yr,0,64425,1.55219247186651,TESSy COVID-19
Iceland,IS,2020-29,50-64yr,0,64425,0,TESSy COVID-19
Iceland,IS,2020-30,50-64yr,1,64425,1.55219247186651,TESSy COVID-19
Iceland,IS,2020-31,50-64yr,11,64425,18.6263096623981,TESSy COVID-19
Iceland,IS,2020-32,50-64yr,2,64425,20.1785021342647,TESSy COVID-19
Iceland,IS,2020-33,50-64yr,5,64425,10.8653473030656,TESSy COVID-19
Iceland,IS,2020-34,50-64yr,15,64425,31.0438494373302,TESSy COVID-19
Iceland,IS,2020-35,50-64yr,2,64425,26.3872720217307,TESSy COVID-19
Iceland,IS,2020-36,50-64yr,3,64425,7.76096235933256,TESSy COVID-19
Iceland,IS,2020-37,50-64yr,5,64425,12.4175397749321,TESSy COVID-19
Iceland,IS,2020-38,50-64yr,29,64425,52.7745440434614,TESSy COVID-19
Iceland,IS,2020-39,50-64yr,57,64425,133.48855258052,TESSy COVID-19
Iceland,IS,2020-40,50-64yr,36,64425,144.353899883586,TESSy COVID-19
Iceland,IS,2020-41,50-64yr,99,64425,209.545983701979,TESSy COVID-19
Iceland,IS,2020-42,50-64yr,72,64425,265.424912689173,TESSy COVID-19
Iceland,IS,2020-43,50-64yr,51,64425,190.919674039581,TESSy COVID-19
Iceland,IS,2020-44,50-64yr,83,64425,207.993791230113,TESSy COVID-19
Iceland,IS,2020-45,50-64yr,31,64425,176.949941792782,TESSy COVID-19
Iceland,IS,2020-46,50-64yr,21,64425,80.7140085370586,TESSy COVID-19
Iceland,IS,2020-47,50-64yr,15,64425,55.8789289871944,TESSy COVID-19
Iceland,IS,2020-48,50-64yr,36,64425,79.1618160651921,TESSy COVID-19
Iceland,IS,2020-49,50-64yr,18,64425,83.8183934807916,TESSy COVID-19
Iceland,IS,2020-50,50-64yr,8,64425,40.3570042685293,TESSy COVID-19
Iceland,IS,2020-51,50-64yr,5,64425,20.1785021342647,TESSy COVID-19
Iceland,IS,2020-52,50-64yr,14,64425,29.4916569654637,TESSy COVID-19
Iceland,IS,2020-53,50-64yr,6,64425,31.0438494373302,TESSy COVID-19
Iceland,IS,2021-01,50-64yr,13,64425,29.4916569654637,TESSy COVID-19
Iceland,IS,2021-02,50-64yr,9,64425,34.1482343810633,TESSy COVID-19
Iceland,IS,2021-03,50-64yr,2,64425,17.0741171905316,TESSy COVID-19
Iceland,IS,2021-04,50-64yr,5,64425,10.8653473030656,TESSy COVID-19
Iceland,IS,2021-05,50-64yr,3,64425,12.4175397749321,TESSy COVID-19
Iceland,IS,2021-06,50-64yr,2,64425,7.76096235933256,TESSy COVID-19
Iceland,IS,2021-07,50-64yr,1,64425,4.65657741559954,TESSy COVID-19
Iceland,IS,2021-08,50-64yr,1,64425,3.10438494373302,TESSy COVID-19
Iceland,IS,2021-09,50-64yr,1,64425,3.10438494373302,TESSy COVID-19
Iceland,IS,2021-10,50-64yr,2,64425,4.65657741559954,TESSy COVID-19
Iceland,IS,2021-11,50-64yr,3,64425,7.76096235933256,TESSy COVID-19
Iceland,IS,2021-12,50-64yr,6,64425,13.9697322467986,TESSy COVID-19
Iceland,IS,2021-13,50-64yr,2,64425,12.4175397749321,TESSy COVID-19
Iceland,IS,2021-14,50-64yr,2,64425,6.20876988746605,TESSy COVID-19
Iceland,IS,2021-15,50-64yr,14,64425,24.8350795498642,TESSy COVID-19
Iceland,IS,2021-16,50-64yr,4,64425,27.9394644935972,TESSy COVID-19
Iceland,IS,2021-17,50-64yr,11,64425,23.2828870779977,TESSy COVID-19
Iceland,IS,2021-18,50-64yr,8,64425,29.4916569654637,TESSy COVID-19
Iceland,IS,2021-19,50-64yr,5,64425,20.1785021342647,TESSy COVID-19
Iceland,IS,2021-20,50-64yr,0,64425,7.76096235933256,TESSy COVID-19
Iceland,IS,2021-21,50-64yr,2,64425,3.10438494373302,TESSy COVID-19
Iceland,IS,2021-22,50-64yr,2,64425,6.20876988746605,TESSy COVID-19
Iceland,IS,2021-23,50-64yr,0,64425,3.10438494373302,TESSy COVID-19
Iceland,IS,2021-24,50-64yr,2,64425,3.10438494373302,TESSy COVID-19
Iceland,IS,2021-25,50-64yr,1,64425,4.65657741559954,TESSy COVID-19
Iceland,IS,2021-26,50-64yr,1,64425,3.10438494373302,TESSy COVID-19
Iceland,IS,2021-27,50-64yr,6,64425,10.8653473030656,TESSy COVID-19
Iceland,IS,2021-28,50-64yr,14,64425,31.0438494373302,TESSy COVID-19
Iceland,IS,2021-29,50-64yr,51,64425,100.892510671323,TESSy COVID-19
Iceland,IS,2021-30,50-64yr,102,64425,237.485448195576,TESSy COVID-19
Iceland,IS,2021-31,50-64yr,103,64425,318.199456732635,TESSy COVID-19
Iceland,IS,2021-32,50-64yr,83,64425,288.707799767171,TESSy COVID-19
Iceland,IS,2021-33,50-64yr,59,64425,220.411331005045,TESSy COVID-19
Iceland,IS,2021-34,50-64yr,47,64425,164.53240201785,TESSy COVID-19
Iceland,IS,2021-35,50-64yr,30,64425,119.518820333721,TESSy COVID-19
Iceland,IS,2021-36,50-64yr,21,64425,79.1618160651921,TESSy COVID-19
Iceland,IS,2021-37,50-64yr,32,64425,82.2662010089251,TESSy COVID-19
Iceland,IS,2021-38,50-64yr,42,64425,114.862242918122,TESSy COVID-19
Iceland,IS,2021-39,50-64yr,28,64425,108.653473030656,TESSy COVID-19
Iceland,IS,2021-40,50-64yr,27,64425,85.3705859526581,TESSy COVID-19
Iceland,IS,2021-41,50-64yr,47,64425,114.862242918122,TESSy COVID-19
